Matricula,Idade,Gênero,Departamento,Cargo,Banda Salarial,Status,Motivo do Desligamento,Escolaridade,Estado Civil,Última Promoção (anos),Horas-extras (média),Tempo de Empresa,Engajamento,Satisfação,Desempenho,Apoio da Liderança,Percepção de Desenvolvimento
1765,19,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,0,2,2,2,2,2
212,23,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,7,3,3,3,2,3
1917,50,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,1,1,3,3,3,3,2,2
1750,51,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Casado,0,1,6,3,3,3,2,3
1719,54,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,3,3,3,2,2,3
862,57,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,3,3,3,2,2,3
1290,60,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Aposentadoria,Ensino Superior,Solteiro,,0,0,,,2,2,
1494,34,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,0,8,3,3,3,2,3
1166,18,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,2,0,10,3,3,3,2,3
1683,41,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,7,3,3,2,2,3
1048,59,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Pós-Graduação,Casado,0,1,10,1,1,3,2,1
324,59,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,7,3,3,3,2,3
891,34,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Médio,Solteiro,0,0,0,1,1,2,2,1
1826,45,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,0,9,3,3,3,2,3
1450,46,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,6,3,3,3,2,3
1317,36,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,7,1,1,2,2,1
1884,41,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,0,6,3,3,2,2,3
1886,44,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,1,2,2,2,2,2,2
1617,56,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,1,3,2,1,2,2,2
655,55,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,1,10,3,3,2,2,3
1199,37,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,1,2,1,1,3,2,1
1543,50,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Involuntário,Ensino Superior,Solteiro,0,3,10,1,2,1,2,2
454,50,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,1,3,2,2,2,2
460,18,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,3,2,2,2,2,2
608,38,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,0,3,3,2,2,3
1666,22,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,1,3,3,3,3,2,3
168,26,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,0,10,1,1,2,2,1
1626,39,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,0,0,0,3,3,2,2,3
720,20,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Pós-Graduação,Casado,0,1,4,1,1,3,2,1
667,27,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,1,2,2,2,2,2
1004,50,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,0,2,2,2,2,2
196,19,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,5,2,2,2,2,2
1637,24,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,3,1,1,2,2,2,2
1141,21,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,2,1,2,3,3,3,2,3
1038,35,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,4,3,3,3,2,3
182,41,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,1,3,0,3,2,2,2,2
67,31,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,7,1,2,2,2,2
738,27,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,1,0,1,1,1,2,2,1
363,38,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,1,2,2,3,2,2
145,45,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,0,5,3,3,2,2,3
817,33,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,6,3,3,3,2,3
259,36,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,8,2,2,3,2,2
612,39,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,3,2,3,3,3,2,3
429,34,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,0,6,1,1,3,2,1
825,28,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,9,3,3,2,2,3
269,38,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,2,1,6,3,3,3,2,3
1347,25,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,9,3,3,3,2,2
1289,48,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,3,3,3,2,2,3
1588,24,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,0,3,3,1,2,2,2
1324,24,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,3,5,3,3,2,2,2
66,42,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,1,0,2,2,2,2,2
1420,47,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,9,3,3,2,2,3
496,48,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,0,5,1,2,2,2,2
744,24,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,1,4,3,3,2,2,3
530,36,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,1,1,2,2,2,2,2
256,23,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,1,3,5,1,1,2,2,1
708,43,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,1,8,3,3,3,2,3
978,47,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,0,0,3,3,3,2,3
29,35,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,1,4,2,2,2,2,2
1970,45,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Médio,Casado,0,1,5,2,2,3,2,2
1256,52,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Solteiro,0,0,4,1,2,2,2,2
1687,19,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,3,10,3,3,2,2,3
292,58,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Médio,Casado,0,1,7,2,2,2,2,2
1076,21,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,3,7,3,3,3,2,3
883,27,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,1,3,3,3,2,3
1202,28,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,9,2,2,2,2,2
769,48,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,3,8,3,3,2,2,3
1601,48,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,6,3,2,2,2,2
566,34,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,0,6,3,3,2,2,3
578,44,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,1,1,1,2,2,1
616,20,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Médio,Casado,0,1,8,1,1,3,2,1
448,29,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,0,7,3,3,3,2,3
1327,41,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,0,3,3,3,2,2
3,56,Masculino,"Desenvolvimento de Software",Gerente de Desenvolvimento,10,Ativo,,Ensino Médio,Solteiro,0,1,5,3,3,2,2,3
1083,42,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,5,1,1,2,2,1
976,23,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,1,8,2,1,2,2,2
575,40,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,0,10,1,1,2,2,1
1788,53,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,2,0,10,3,3,3,2,3
1908,47,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Médio,Solteiro,1,1,5,1,1,3,2,1
282,45,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,0,2,2,2,2,2
1383,59,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,1,0,0,2,2,3,2,2
1553,23,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,0,1,5,1,1,2,2,1
1394,34,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,1,0,10,3,3,3,2,3
118,26,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,0,5,2,2,3,2,2
463,57,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,9,2,2,2,2,2
709,18,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,1,0,4,1,1,3,2,2
750,38,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Médio,Casado,0,0,1,1,1,3,2,2
703,26,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,9,3,3,2,2,2
1961,48,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,0,5,3,3,2,2,2
835,44,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,8,3,3,3,2,3
1517,54,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,1,6,3,3,2,2,3
224,60,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Aposentadoria,Ensino Superior,Solteiro,,1,3,,,2,2,
609,29,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,1,3,2,2,3,2,2
1195,55,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,1,0,1,1,3,2,1
795,50,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,0,1,1,2,2,1
1468,35,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,2,1,7,2,2,3,2,2
759,40,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,1,0,4,3,3,3,2,3
1023,51,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,10,3,3,2,2,3
1338,32,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,2,1,10,3,3,2,2,3
1070,37,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Involuntário,Ensino Médio,Solteiro,0,0,1,1,1,1,2,1
1471,48,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,2,1,7,3,3,2,2,3
1245,47,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,2,1,3,3,3,2,2,3
1171,51,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,9,3,3,2,2,3
848,28,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,10,3,3,2,2,3
330,22,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,10,1,1,2,2,1
1688,56,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,1,2,1,1,3,2,1
371,57,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Involuntário,Ensino Superior,Casado,0,1,1,1,1,1,2,2
508,43,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,1,1,9,3,3,2,2,3
36,31,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,2,0,6,2,2,2,2,2
1556,31,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,0,0,1,2,2,2,2,2
1021,34,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,3,1,1,3,2,1
1246,56,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Involuntário,Pós-Graduação,Solteiro,0,0,3,1,1,1,2,1
642,40,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,7,3,3,2,2,2
597,48,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,1,3,3,3,2,2,3
394,45,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,2,1,9,3,3,2,2,3
1812,38,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Pós-Graduação,Solteiro,0,0,9,3,3,2,2,3
1098,24,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,1,4,2,2,2,2,2
1320,37,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,3,3,3,2,2,3
561,60,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Aposentadoria,Ensino Médio,Solteiro,,0,8,,,2,2,
1488,37,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,9,1,1,3,2,1
719,31,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Casado,1,0,8,3,3,2,2,3
1946,49,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Inativo,Voluntário,Ensino Superior,Casado,0,0,0,1,1,2,2,1
1759,44,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,3,5,2,2,3,2,2
1108,59,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,8,3,3,2,2,2
570,45,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,1,5,3,3,2,2,3
121,59,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,1,7,2,2,2,2,2
77,51,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,3,7,2,2,3,2,2
1295,36,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,1,2,2,2,2,2
1734,56,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,9,2,2,2,2,2
1074,47,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,1,7,1,1,3,2,1
541,32,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,1,7,3,3,3,2,3
1745,57,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,3,10,1,1,3,2,1
947,39,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,7,3,3,2,2,3
639,28,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,6,3,3,3,2,3
1659,32,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Casado,2,1,9,3,3,3,2,2
1229,58,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,9,2,2,2,2,2
314,31,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,4,2,2,2,2,2
1469,48,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,2,0,6,1,1,3,2,1
664,37,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,2,1,1,2,2,1
1339,21,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,2,3,3,3,2,3
1649,18,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,1,1,9,3,3,2,2,3
23,35,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,9,2,2,3,2,2
1830,38,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,0,1,1,3,3,3,2,3
1613,42,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,4,3,3,2,2,3
1585,44,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Solteiro,0,1,3,1,1,2,2,1
1899,48,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,0,6,3,3,3,2,3
810,32,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,2,1,0,1,1,2,2,1
1524,52,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,1,1,4,2,2,2,2,2
1009,59,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,1,10,3,3,2,2,3
547,42,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,0,5,3,3,2,2,3
1575,41,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,8,1,2,2,2,2
1029,57,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,4,2,2,2,2,2
1134,29,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,7,3,3,3,2,3
1278,36,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Involuntário,Ensino Superior,Solteiro,0,1,1,1,1,1,2,2
1571,35,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,3,1,1,2,2,2
961,44,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,0,4,2,2,3,2,2
1959,38,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,4,2,1,3,2,2
376,51,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,3,0,3,3,2,2,2
1593,53,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,1,0,1,1,1,3,2,1
198,39,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,2,1,8,1,1,3,2,1
413,37,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,0,10,3,3,3,2,3
576,60,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Aposentadoria,Ensino Médio,Solteiro,,0,4,,,2,2,
945,31,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,3,1,1,2,2,1
1769,27,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,2,2,2,2,2,2
132,32,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Médio,Solteiro,0,0,10,1,1,2,2,1
1975,24,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,2,0,0,1,1,2,2,1
1264,53,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,1,0,3,1,1,2,2,2
649,21,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,0,3,3,3,2,2,3
988,52,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,10,1,1,3,2,1
1350,42,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,0,1,4,3,3,2,2,3
650,19,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,1,3,3,2,2,3
1081,55,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Médio,Solteiro,0,0,5,1,1,2,2,1
1998,29,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,1,6,3,3,2,2,3
619,40,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,0,0,1,2,2,2,2
1050,37,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,1,1,0,1,1,2,2,1
1427,38,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,2,1,1,3,3,3,2,3
1811,40,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Inativo,Voluntário,Ensino Superior,Casado,0,3,3,2,1,2,2,2
758,39,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Médio,Solteiro,0,1,8,1,1,3,2,2
